Genes	Disease	Inheritance	MIM	Disorder_Group	Project	GenCC
PAX6	Aniridia 1	AD	106210	Eye disorders	BabySeq_GroupA	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
PC	Pyruvate carboxylase deficiency	AR	266150	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P;Myriad Women’s Health; Strong-Labcorp Genetics (formerly Invitae)
PDE4D	Acrodysostosis 2 with or without hormone resistance	AD	614613	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P
PHF6	Borjeson-Forssman-Lehmann syndrome	XLD	301900	Complex genetic syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Illumina;G2P;ClinGen
PKD2	Polycystic kidney disease 2	AD	613095	Renal disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Limited-Ambry Genetics
PKP2	Arrhythmogenic right ventricular dysplasia 9	AD	609040	Cardiac and vascular disorders	BabySeq_GroupB	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P
PLA2G6	Infantile neuroaxonal dystrophy	AR	256600	Neuromuscular and musculoskeletal disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P
PLOD1	Ehlers-Danlos syndrome, kyphoscoliotic type 1	AR	225400	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
PLP1	Pelizaeus-Merzbacher disease	XLR	312080	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P;ClinGen
PLP1	Hereditary spastic paraplegia 2	XLR	312920	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Moderate-Ambry Genetics; Definitive-G2P
PORCN	Focal dermal hypoplasia	XLD	305600	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P;ClinGen
PPT1	Neuronal ceroid lipofuscinosis 1	AR	256730	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
PRF1	Familial hemophagocytic lymphohistiocytosis 2	AR	603553	Autoimmune, inflammatory, and immunogenetic disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
PRKAG2	Hypertrophic cardiomyopathy 6	AD	600858	Cardiac and vascular disorders;Inherited disorders of metabolism	BabySeq_GroupB	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P
PRKAG2	Wolff-Parkinson-White pattern	AD	194200	Cardiac and vascular disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
PROP1	Pituitary hormone deficiency, combined, 2	AR	262600	Endocrine disorders	BabySeq_GroupA	Definitive-G2P;Myriad Women’s Health; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
PTPN11	Noonan syndrome 1	AD	163950	Complex genetic syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-PanelApp Australia;Ambry Genetics;G2P
CAVIN1	Congenital generalized lipodystrophy type 4	AR	613327	Complex genetic syndromes	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae);Ambry Genetics
QDPR	Dihydropteridine reductase deficiency	AR	261630	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
RAB3GAP1	Warburg micro syndrome 1	AR	600118	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
RAF1	Noonan syndrome 5	AD	611553	Complex genetic syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp;Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-PanelApp Australia;G2P
RAI1	Smith-Magenis syndrome	AD	182290	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
RASA1	Capillary malformation-arteriovenous malformation 1	AD	608354	Cardiac and vascular disorders	BabySeq_GroupA	Limited-G2P; Strong-Genomics England PanelApp; Definitive-Ambry Genetics
RBM20	Dilated cardiomyopathy 1DD	AD	613172	Cardiac and vascular disorders	BabySeq_GroupB	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-G2P
RECQL4	Baller-Gerold syndrome	AR	218600	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia
RECQL4	Rapadilino syndrome	AR	266280	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp
RECQL4	Rothmund-Thomson syndrome type 2	AR	268400	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P
RNASEH2A	Aicardi-Goutieres syndrome 4	AR	610333	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
RNASEH2B	Aicardi-Goutieres syndrome 2	AR	610181	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
RNASEH2C	Aicardi-Goutieres syndrome 3	AR	610329	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
ROR2	Brachydactyly type B1	AD	113000	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
ROR2	Autosomal recessive Robinow syndrome	AR	268310	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
RPGR	Retinitis pigmentosa	XLR	268000	Eye disorders	BabySeq_GroupA	
RPGRIP1L	Joubert syndrome 7	AR	611560	Neurodevelopmental, neurodegenerative, and neurogenetic disorders;Complex genetic syndromes	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae)
RPGRIP1L	Meckel syndrome, type 5	AR	611561	Neurodevelopmental, neurodegenerative, and neurogenetic disorders;Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P
RPL11	Diamond-Blackfan anemia 7	AD	612562	Haematological disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P
RPL5	Diamond-Blackfan anemia 6	AD	612561	Haematological disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
RPS17	Diamond-Blackfan anemia 4	AD	612527	Haematological disorders	BabySeq_GroupA	Strong-PanelApp Australia;Ambry Genetics;Labcorp Genetics (formerly Invitae)
RPS19	Diamond-Blackfan anemia 1	AD	105650	Haematological disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
RPS24	Diamond-Blackfan anemia 3	AD	610629	Haematological disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine
RPS6KA3	Coffin-Lowry syndrome	XLD	303600	Haematological disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
RUNX2	Cleidocranial dysostosis	AD	119600	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
RYR2	Catecholaminergic polymorphic ventricular tachycardia 1	AD	604772	Cardiac and vascular disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SALL1	Townes-Brocks syndrome 1	AD	107480	Complex genetic syndromes	BabySeq_GroupA	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;Ambry Genetics
SAMHD1	Aicardi-Goutieres syndrome 5	AR	612952	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P
SCN5A	Long QT syndrome 3	AD	603830	Cardiac and vascular disorders	BabySeq_GroupB	Definitive-Ambry Genetics;G2P; Strong-Labcorp Genetics (formerly Invitae)
SCN5A	Brugada syndrome 1	AD	601144	Cardiac and vascular disorders	BabySeq_GroupB	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;Laboratory for Molecular Medicine;G2P
SCO2	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	AR	604377	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
SETBP1	Schinzel-Giedion syndrome	AD	269150	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P;ClinGen; Strong-Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae)
SFTPB	Surfactant metabolism dysfunction, pulmonary, 1	AR	265120	Respiratory system disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SHANK3	Phelan-McDermid syndrome	AD	606232	Complex genetic syndromes	BabySeq_GroupA	Strong-G2P;Laboratory for Molecular Medicine;Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
SHH	Holoprosencephaly 3	AD	142945	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
SIX1	Branchiootorenal syndrome 1	AD	113650	Complex genetic syndromes	BabySeq_GroupA	
SIX3	Holoprosencephaly 2	AD	157170	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Strong-Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae); Definitive-G2P
SKI	Shprintzen-Goldberg syndrome	AD	182212	Complex genetic syndromes	BabySeq_GroupA	Definitive-Ambry Genetics;G2P;ClinGen; Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SLC12A6	Agenesis of the corpus callosum with peripheral neuropathy	AR	218000	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P; Limited-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
SLC16A2	Allan-Herndon-Dudley syndrome	XLD	300523	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
SLC19A3	Biotin-responsive basal ganglia disease	AR	607483	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SLC25A20	Carnitine acylcarnitine translocase deficiency	AR	212138	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P;Ambry Genetics;ClinGen; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
SLC26A4	Pendred syndrome	AR	274600	Hearing disorders	BabySeq_GroupA	Definitive-Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
SLC27A4	Ichthyosis prematurity syndrome	AR	608649	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae);PanelApp Australia
SLC2A10	Arterial tortuosity syndrome	AR	208050	Cardiac and vascular disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SLC34A2	Pulmonary alveolar microlithiasis	AR	265100	Respiratory system disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics
SLC35D1	Schneckenbecken dysplasia	AR	269250	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
SLC7A7	Lysinuric protein intolerance	AR	222700	Inherited disorders of metabolism	BabySeq_GroupA	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;ClinGen
SLC9A6	Christianson syndrome	XLD	300243	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;ClinGen
SLCO2A1	Hypertrophic osteoarthropathy, primary, autosomal recessive, 2	AR	614441	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;G2P
SMAD4	Juvenile polyposis syndrome	AD	174900	Tumor predisposition syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp; Strong-Labcorp Genetics (formerly Invitae)
SMPD1	Niemann-Pick disease, type A	AR	257200	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P; Strong-Genomics England PanelApp
SMPD1	Niemann-Pick disease, type B	AR	607616	Inherited disorders of metabolism	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
SPINK5	Netherton syndrome	AR	256500	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P
SPRED1	Legius syndrome	AD	611431	Tumor predisposition syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;Ambry Genetics;ClinGen
SPTA1	Elliptocytosis 2	AD	130600	Haematological disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae);Laboratory for Molecular Medicine; Moderate-Ambry Genetics
SRCAP	Floating-Harbor syndrome	AD	136140	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
STK11	Peutz-Jeghers syndrome	AD	175200	Tumor predisposition syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
STX11	Familial hemophagocytic lymphohistiocytosis 4	AR	603552	Autoimmune, inflammatory, and immunogenetic disorders	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
TAT	Tyrosinemia type II	AR	276600	Inherited disorders of metabolism	BabySeq_GroupA	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
TBX1	DiGeorge syndrome	AD	188400	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P
TBX5	Holt-Oram syndrome	AD	142900	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
TCOF1	Treacher Collins syndrome 1	AD	154500	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
TFAP2A	Branchiooculofacial syndrome	AD	113620	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
TFAP2B	Char syndrome	AD	169100	Complex genetic syndromes	BabySeq_GroupA	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P
TGFBR1	Loeys-Dietz syndrome 1	AD	609192	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Definitive-G2P; Strong-PanelApp Australia;Genomics England PanelApp;Ambry Genetics;Labcorp Genetics (formerly Invitae)
TGFBR2	Loeys-Dietz syndrome 2	AD	610168	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
TGM1	Autosomal recessive congenital ichthyosis 1	AR	242300	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;Myriad Women’s Health
TMEM43	Arrhythmogenic right ventricular dysplasia 5	AD	604400	Cardiac and vascular disorders	BabySeq_GroupA	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
TMEM67	Joubert syndrome 6	AR	610688	Neurodevelopmental, neurodegenerative, and neurogenetic disorders;Complex genetic syndromes	BabySeq_GroupA	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
TMEM67	Meckel syndrome, type 3	AR	607361	Neurodevelopmental, neurodegenerative, and neurogenetic disorders;Complex genetic syndromes	BabySeq_GroupA	Definitive-Ambry Genetics
TNFSF11	Autosomal recessive osteopetrosis 2	AR	259710	Skeletal, skin, and connective tissue disorders	BabySeq_GroupA	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
TP53	Li-Fraumeni syndrome 1	AD	151623	Tumor predisposition syndromes	BabySeq_GroupA	Strong-Genomics England PanelApp; Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics; Definitive-G2P;ClinGen
TPM1	Hypertrophic cardiomyopathy 3	AD	115196	Cardiac and vascular disorders	BabySeq_GroupB	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P
TPP1	Neuronal ceroid lipofuscinosis 2	AR	204500	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P;Myriad Women’s Health; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
TREX1	Aicardi-Goutieres syndrome 1	AR	225750	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Definitive-G2P; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
TRIM37	Mulibrey nanism syndrome	AR	253250	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae);Ambry Genetics
TSC1	Tuberous sclerosis 1	AD	191100	Tumor predisposition syndromes	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
TSC2	Tuberous sclerosis 2	AD	613254	Tumor predisposition syndromes	BabySeq_GroupA	Definitive-G2P;Laboratory for Molecular Medicine;Ambry Genetics; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
TSEN54	Pontocerebellar hypoplasia type 4	AR	225753	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabySeq_GroupA	Strong-PanelApp Australia
SKIC3	Trichohepatoenteric syndrome 1	AR	222470	Gastrointestinal disorders;Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;Ambry Genetics; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
TWIST1	Saethre-Chotzen syndrome	AD	101400	Complex genetic syndromes	BabySeq_GroupA	Definitive-G2P;Laboratory for Molecular Medicine;ClinGen; Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
